"QP1" "QP2" "QP3" "QP4" "QU1" "QU2" "QU3" "QU4"
"con" 0.63625077591558 0.722233066562561 0.665752888192677 0.571112748710391 0.59162136232811 0.603378921962993 0.532757379409647 0.783333333333333
"più" 0.450031036623215 0.468475502635175 0.685333855492461 0.847457627118644 0.511672529581068 0.563153660498793 0.5471562275018 0.55
"da" 0.48106765983861 0.546554753074371 0.528686117094184 0.405305821665438 0.431723696834026 0.603378921962993 0.705543556515479 0.733333333333333
"o" 0.884543761638734 0.858871754831154 0.450362247895046 0.51584377302874 0.463703229932843 0.442477876106195 0.503959683225342 0.283333333333333
"come" 0.294847920546245 0.214717938707788 0.332876444096338 0.460574797347089 0.783498560921011 0.422365245374095 0.748740100791937 0.366666666666667
"dei" 0.574177529484792 0.663673628733164 0.274133542196985 0.478997789240973 0.479692996482251 0.422365245374095 0.302375809935205 0.366666666666667
"dell" 0.387957790192427 0.292797189146984 0.411200313295477 0.276344878408254 0.479692996482251 0.482703137570394 0.575953923686105 0.35
"al" 0.543140906269398 0.312317001756783 0.411200313295477 0.405305821665438 0.479692996482251 0.221238938053097 0.388768898488121 0.45
"sono" 0.63625077591558 0.448955690025376 0.293714509496769 0.51584377302874 0.303805564438759 0.362027353177796 0.201583873290137 0.45
"se" 0.279329608938547 0.331836814366582 0.352457411396123 0.552689756816507 0.447713463383435 0.241351568785197 0.446364290856731 0.466666666666667
"gli" 0.434512725015518 0.546554753074371 0.352457411396123 0.423728813559322 0.143907898944675 0.724054706355591 0.158387329013679 0.466666666666667
"ha" 0.496585971446307 0.331836814366582 0.391619345995692 0.405305821665438 0.335785097537576 0.402252614641995 0.259179265658747 0.416666666666667
"anche" 0.248292985723153 0.156158500878392 0.352457411396123 0.847457627118644 0.447713463383435 0.402252614641995 0.374370050395968 0.2
"alla" 0.310366232153942 0.605114190903767 0.352457411396123 0.184229918938836 0.271826031339942 0.261464199517297 0.460763138948884 0.466666666666667
"delle" 0.341402855369336 0.390396252195979 0.2545525748972 0.202652910832719 0.49568276303166 0.341914722445696 0.345572354211663 0.266666666666667
"nel" 0.325884543761639 0.273277376537185 0.274133542196985 0.423728813559322 0.255836264790534 0.362027353177796 0.388768898488121 0.35
"lo" 0.325884543761639 0.214717938707788 0.372038378695908 0.460574797347089 0.543652062679885 0.261464199517297 0.172786177105832 0.25
"d" 0.279329608938547 0.253757563927386 0.372038378695908 0.313190862196021 0.335785097537576 0.221238938053097 0.359971202303816 0.3
"questo" 0.294847920546245 0.273277376537185 0.332876444096338 0.405305821665438 0.287815797889351 0.241351568785197 0.287976961843053 0.216666666666667
"loro" 0.37243947858473 0.468475502635175 0.0979048364989231 0.423728813559322 0.111928365845859 0.201126307320998 0.215982721382289 0.2
"cui" 0.279329608938547 0.214717938707788 0.215390640297631 0.0552689756816507 0.527662296130477 0.201126307320998 0.287976961843053 0.216666666666667
"essere" 0.186219739292365 0.351356626976381 0.215390640297631 0.276344878408254 0.399744163735209 0.181013676588898 0.244780417566595 0.116666666666667
"ci" 0.248292985723153 0.156158500878392 0.176228705698061 0.313190862196021 0.175887432043492 0.362027353177796 0.302375809935205 0.183333333333333
"sua" 0.139664804469274 0.195198126097989 0.430781280595261 0.25792188651437 0.287815797889351 0.0201126307320998 0.287976961843053 0.05
"nella" 0.232774674115456 0.0975990630489947 0.156647738398277 0.368459837877671 0.287815797889351 0.100563153660499 0.244780417566595 0.133333333333333
"hanno" 0.201738050900062 0.214717938707788 0.117485803798708 0.239498894620486 0.111928365845859 0.341914722445696 0.0719942404607631 0.3
"ogni" 0.201738050900062 0.234237751317587 0.822400626590954 0.0368459837877671 0.159897665494084 0.080450522928399 0.0575953923686105 0.05
"all" 0.170701427684668 0.156158500878392 0.176228705698061 0.202652910832719 0.0959385992964503 0.241351568785197 0.2735781137509 0.166666666666667
"suo" 0.201738050900062 0.0975990630489947 0.352457411396123 0.313190862196021 0.191877198592901 0.160901045856798 0.115190784737221 0.0833333333333333
"ad" 0.170701427684668 0.214717938707788 0.156647738398277 0.147383935151069 0.127918132395267 0.201126307320998 0.230381569474442 0.2
"perché" 0.294847920546245 0.175678313488191 0.195809672997846 0.276344878408254 0.207866965142309 0.140788415124698 0.0719942404607631 0.0833333333333333
"tutto" 0.0775915580384854 0.156158500878392 0.274133542196985 0.165806927044952 0.111928365845859 0.181013676588898 0.2735781137509 0.2
"può" 0.201738050900062 0.117118875658794 0.215390640297631 0.184229918938836 0.319795330988168 0.100563153660499 0.115190784737221 0.133333333333333
"solo" 0.10862818125388 0.0975990630489947 0.234971607597415 0.350036845983788 0.143907898944675 0.221238938053097 0.129589632829374 0.15
"degli" 0.294847920546245 0.136638688268593 0.0391619345995692 0.0552689756816507 0.0639590661976335 0.261464199517297 0.129589632829374 0.35
"c" 0.124146492861577 0.0780792504391958 0.117485803798708 0.386882829771555 0.111928365845859 0.181013676588898 0.0431965442764579 0.316666666666667
"tutti" 0.10862818125388 0.292797189146984 0.234971607597415 0.147383935151069 0.127918132395267 0.160901045856798 0.0863930885529158 0.183333333333333
"questa" 0.279329608938547 0.0195198126097989 0.117485803798708 0.239498894620486 0.207866965142309 0.080450522928399 0.143988480921526 0.133333333333333
"stato" 0.310366232153942 0.156158500878392 0.156647738398277 0.0736919675755343 0.127918132395267 0.301689460981496 0.0575953923686105 0.0833333333333333
"vita" 0.0931098696461825 0.156158500878392 0.528686117094184 0.0921149594694178 0.239846498241126 0 0.0431965442764579 0.116666666666667
"così" 0.10862818125388 0.0585594378293968 0.0979048364989231 0.165806927044952 0.239846498241126 0.140788415124698 0.172786177105832 0.183333333333333
"sempre" 0.0931098696461825 0.0975990630489947 0.195809672997846 0.368459837877671 0.175887432043492 0.080450522928399 0.0719942404607631 0.116666666666667
"sia" 0.0775915580384854 0.156158500878392 0.176228705698061 0.165806927044952 0.111928365845859 0.080450522928399 0.230381569474442 0.15
"uno" 0.0775915580384854 0.117118875658794 0.156647738398277 0.165806927044952 0.0639590661976335 0.080450522928399 0.187185025197984 0.3
"dal" 0.155183116076971 0.136638688268593 0.0783238691991384 0.147383935151069 0.159897665494084 0.0603378921962993 0.259179265658747 0.1
"ai" 0.170701427684668 0.156158500878392 0.0587429018993538 0.110537951363301 0.111928365845859 0.201126307320998 0.187185025197984 0.0833333333333333
"dalla" 0.201738050900062 0.136638688268593 0.0587429018993538 0.147383935151069 0.127918132395267 0.140788415124698 0.143988480921526 0.116666666666667
"già" 0.139664804469274 0.0780792504391958 0.117485803798708 0.165806927044952 0.111928365845859 0.120675784392599 0.201583873290137 0.133333333333333
"su" 0.155183116076971 0.136638688268593 0.0587429018993538 0.165806927044952 0.143907898944675 0.181013676588898 0.0863930885529158 0.166666666666667
"senza" 0.0465549348230912 0.0975990630489947 0.411200313295477 0.0736919675755343 0.0959385992964503 0.181013676588898 0.129589632829374 0.0833333333333333
"ancora" 0.10862818125388 0.117118875658794 0.0979048364989231 0.128960943257185 0.0959385992964503 0.221238938053097 0.158387329013679 0.133333333333333
"quanto" 0.0931098696461825 0.136638688268593 0.0587429018993538 0.147383935151069 0.239846498241126 0.080450522928399 0.158387329013679 0.1
"ed" 0.155183116076971 0.117118875658794 0.0195809672997846 0.25792188651437 0.0799488327470419 0.0603378921962993 0.129589632829374 0.183333333333333
"fatto" 0.170701427684668 0.0585594378293968 0.0587429018993538 0.110537951363301 0.191877198592901 0.120675784392599 0.158387329013679 0.116666666666667
"parte" 0.186219739292365 0.117118875658794 0.0195809672997846 0.110537951363301 0.111928365845859 0.201126307320998 0.100791936645068 0.15
"quando" 0.10862818125388 0.0780792504391958 0.156647738398277 0.128960943257185 0.111928365845859 0.221238938053097 0.143988480921526 0.0666666666666667
"sinistra" 0.341402855369336 0.0780792504391958 0.0195809672997846 0.497420781134856 0.0479692996482251 0.0201126307320998 0 0
"à" 0.310366232153942 0.390396252195979 0.0979048364989231 0.165806927044952 0.0319795330988168 0 0.0143988480921526 0
"contro" 0.124146492861577 0.136638688268593 0.156647738398277 0.128960943257185 0.0799488327470419 0.341914722445696 0.0287976961843053 0.05
"due" 0.139664804469274 0.0585594378293968 0.117485803798708 0.128960943257185 0.127918132395267 0.0402252614641995 0.0719942404607631 0.283333333333333
"fa" 0.0465549348230912 0.234237751317587 0.137066771098492 0.147383935151069 0.0959385992964503 0.181013676588898 0.0719942404607631 0.116666666666667
"mondo" 0.0931098696461825 0 0.215390640297631 0.221075902726603 0.271826031339942 0.0603378921962993 0 0.116666666666667
"dello" 0.217256362507759 0.0390396252195979 0.0979048364989231 0.202652910832719 0.191877198592901 0.0603378921962993 0.0719942404607631 0.05
"nei" 0.10862818125388 0.175678313488191 0.0979048364989231 0.128960943257185 0.143907898944675 0.080450522928399 0.100791936645068 0.116666666666667
"tempo" 0.0775915580384854 0.214717938707788 0.0979048364989231 0.0552689756816507 0.0479692996482251 0.080450522928399 0.2735781137509 0.0666666666666667
"fare" 0.0775915580384854 0.136638688268593 0.0195809672997846 0.221075902726603 0.207866965142309 0.080450522928399 0.0719942404607631 0.1
"mi" 0.279329608938547 0.0585594378293968 0.0587429018993538 0.128960943257185 0.0319795330988168 0.201126307320998 0.0863930885529158 0.0666666666666667
"sul" 0.10862818125388 0.136638688268593 0.0587429018993538 0.110537951363301 0.111928365845859 0.140788415124698 0.129589632829374 0.116666666666667
"tra" 0.0620732464307883 0.0975990630489947 0.0783238691991384 0.147383935151069 0.0639590661976335 0.0402252614641995 0.187185025197984 0.216666666666667
"noi" 0.217256362507759 0.0975990630489947 0.0587429018993538 0.184229918938836 0.0639590661976335 0.201126307320998 0 0.1
"proprio" 0.0465549348230912 0.175678313488191 0.117485803798708 0.0921149594694178 0.143907898944675 0.080450522928399 0.100791936645068 0.15
"suoi" 0.0310366232153942 0.156158500878392 0.195809672997846 0.165806927044952 0.127918132395267 0.080450522928399 0.129589632829374 0.0166666666666667
"soltanto" 0.10862818125388 0.0780792504391958 0.0391619345995692 0.0921149594694178 0.175887432043492 0.0603378921962993 0.230381569474442 0.0333333333333333
"alle" 0.124146492861577 0.175678313488191 0.0783238691991384 0.0736919675755343 0.0639590661976335 0.140788415124698 0.129589632829374 0.0666666666666667
"ciò" 0.10862818125388 0.0975990630489947 0.117485803798708 0.147383935151069 0.0959385992964503 0.181013676588898 0.0863930885529158 0.0333333333333333
"ne" 0.0620732464307883 0.0975990630489947 0.195809672997846 0.184229918938836 0.0799488327470419 0.0603378921962993 0.0719942404607631 0.116666666666667
"oggi" 0.0775915580384854 0.117118875658794 0.0979048364989231 0.128960943257185 0.191877198592901 0.080450522928399 0.0719942404607631 0.0833333333333333
"dire" 0.124146492861577 0.0585594378293968 0.137066771098492 0.0921149594694178 0.159897665494084 0.0603378921962993 0.100791936645068 0.0833333333333333
"sulla" 0.139664804469274 0.0195198126097989 0.117485803798708 0.0921149594694178 0.0639590661976335 0.140788415124698 0.0575953923686105 0.2
"anni" 0.10862818125388 0.175678313488191 0.117485803798708 0.165806927044952 0.0639590661976335 0.080450522928399 0.0431965442764579 0.0833333333333333
"cioè" 0.0775915580384854 0.0780792504391958 0.0783238691991384 0.0552689756816507 0.223856731691717 0.080450522928399 0.143988480921526 0.05
"guerra" 0.124146492861577 0.0780792504391958 0 0.0368459837877671 0 0.563153660498793 0.0287976961843053 0.05
"quello" 0.139664804469274 0.0390396252195979 0.0587429018993538 0 0.143907898944675 0.120675784392599 0.158387329013679 0.116666666666667
"questi" 0.124146492861577 0.0585594378293968 0.0587429018993538 0.110537951363301 0.0639590661976335 0.181013676588898 0.0863930885529158 0.133333333333333
"dall" 0.170701427684668 0.117118875658794 0.0391619345995692 0.0552689756816507 0.0959385992964503 0.120675784392599 0.115190784737221 0.0666666666666667
"meno" 0.139664804469274 0.0390396252195979 0.0587429018993538 0.202652910832719 0.0479692996482251 0.0402252614641995 0.129589632829374 0.116666666666667
"poi" 0.139664804469274 0.0390396252195979 0.0195809672997846 0.0736919675755343 0.0639590661976335 0.140788415124698 0.115190784737221 0.183333333333333
"quella" 0.0310366232153942 0.0585594378293968 0.0783238691991384 0.184229918938836 0.127918132395267 0.0603378921962993 0.143988480921526 0.1
"cosa" 0.0775915580384854 0.214717938707788 0.0391619345995692 0.0736919675755343 0.111928365845859 0.160901045856798 0.0431965442764579 0.0833333333333333
"cose" 0.0620732464307883 0.0975990630489947 0.0391619345995692 0.0921149594694178 0.223856731691717 0.0402252614641995 0.158387329013679 0.0333333333333333
"altro" 0.0155183116076971 0.0975990630489947 0.0587429018993538 0.0736919675755343 0.143907898944675 0.160901045856798 0.115190784737221 0.1
"chi" 0.0775915580384854 0.0975990630489947 0.0783238691991384 0.0184229918938836 0.0479692996482251 0.281576830249397 0.115190784737221 0.0666666666666667
"governo" 0.387957790192427 0.0975990630489947 0 0.0921149594694178 0.0479692996482251 0.0402252614641995 0 0.0666666666666667
"uomo" 0.0310366232153942 0.234237751317587 0.352457411396123 0.110537951363301 0 0.0603378921962993 0.0287976961843053 0.0166666666666667
"politica" 0.155183116076971 0.0195198126097989 0.0783238691991384 0.405305821665438 0 0.0201126307320998 0 0.0833333333333333
"stesso" 0.124146492861577 0.0780792504391958 0.0979048364989231 0.0368459837877671 0.127918132395267 0.080450522928399 0.0575953923686105 0.133333333333333
"era" 0.0931098696461825 0.0390396252195979 0.0195809672997846 0.0736919675755343 0.0799488327470419 0.261464199517297 0.100791936645068 0.0666666666666667
"mai" 0.124146492861577 0 0.0979048364989231 0.184229918938836 0.0639590661976335 0.100563153660499 0.100791936645068 0.05
"tanto" 0.124146492861577 0.0390396252195979 0.156647738398277 0.0552689756816507 0.0639590661976335 0.0603378921962993 0.129589632829374 0.0833333333333333
"certo" 0 0.117118875658794 0.0783238691991384 0.0368459837877671 0.0799488327470419 0.261464199517297 0.100791936645068 0.0666666666666667
"letteratura" 0.0620732464307883 0 0.0391619345995692 0.0184229918938836 0.543652062679885 0 0 0
"nell" 0.0620732464307883 0.0195198126097989 0.0587429018993538 0.0921149594694178 0.191877198592901 0.0402252614641995 0.143988480921526 0.0666666666666667
"prima" 0.0931098696461825 0.0975990630489947 0.0195809672997846 0.110537951363301 0.0799488327470419 0.140788415124698 0.0719942404607631 0.0833333333333333
"opera" 0.0465549348230912 0.0195198126097989 0.0587429018993538 0.0184229918938836 0.287815797889351 0.0201126307320998 0.158387329013679 0.0166666666666667
"senso" 0.0465549348230912 0.0390396252195979 0.117485803798708 0.128960943257185 0.159897665494084 0.0402252614641995 0.100791936645068 0.0333333333333333
"cultura" 0.0310366232153942 0.117118875658794 0.0391619345995692 0.0736919675755343 0.127918132395267 0.100563153660499 0.0719942404607631 0.1
"punto" 0.0310366232153942 0.0390396252195979 0.0391619345995692 0.0552689756816507 0.175887432043492 0.0201126307320998 0.143988480921526 0.116666666666667
"dopo" 0.0931098696461825 0.175678313488191 0.0979048364989231 0.0184229918938836 0.0159897665494084 0.160901045856798 0.0575953923686105 0.05
"dove" 0.124146492861577 0.0585594378293968 0.0195809672997846 0.128960943257185 0.0639590661976335 0.0402252614641995 0.143988480921526 0.0333333333333333
"modo" 0.0465549348230912 0.0390396252195979 0.0979048364989231 0.0368459837877671 0.159897665494084 0 0.100791936645068 0.133333333333333
"nuovo" 0.155183116076971 0.0195198126097989 0.0391619345995692 0.147383935151069 0.0319795330988168 0.100563153660499 0.0863930885529158 0.05
"quale" 0.10862818125388 0.117118875658794 0.0391619345995692 0.0736919675755343 0.111928365845859 0.100563153660499 0.0719942404607631 0.0166666666666667
"altri" 0.0310366232153942 0.0975990630489947 0.0783238691991384 0.0736919675755343 0.0479692996482251 0.181013676588898 0.0575953923686105 0.0833333333333333
"centro" 0.186219739292365 0.0390396252195979 0.0195809672997846 0.294767870302137 0.0319795330988168 0.0201126307320998 0.0143988480921526 0.0166666666666667
"egli" 0 0.0195198126097989 0.313295476796554 0.184229918938836 0.0479692996482251 0 0.0431965442764579 0.0333333333333333
"nulla" 0.0620732464307883 0.0390396252195979 0.137066771098492 0.0736919675755343 0.0959385992964503 0.0201126307320998 0.143988480921526 0.0166666666666667
"rivoluzione" 0.201738050900062 0.0585594378293968 0.0783238691991384 0.128960943257185 0.0799488327470419 0 0.0143988480921526 0.0333333333333333
"s" 0.0310366232153942 0.0195198126097989 0.0587429018993538 0.165806927044952 0.0799488327470419 0.201126307320998 0.0287976961843053 0.05
"volta" 0.139664804469274 0.0195198126097989 0.0783238691991384 0.0368459837877671 0.0799488327470419 0.0603378921962993 0.115190784737221 0.05
"io" 0.10862818125388 0.136638688268593 0.0979048364989231 0.0552689756816507 0.0639590661976335 0.100563153660499 0.0143988480921526 0.0333333333333333
"molto" 0.0620732464307883 0.0195198126097989 0.117485803798708 0.0736919675755343 0.0479692996482251 0.080450522928399 0.100791936645068 0.0833333333333333
"verso" 0.139664804469274 0.0195198126097989 0.117485803798708 0.0736919675755343 0.0319795330988168 0.120675784392599 0.0719942404607631 0.0166666666666667
"ora" 0.139664804469274 0.0390396252195979 0.0783238691991384 0.0921149594694178 0.0639590661976335 0 0.0863930885529158 0.05
"tale" 0.124146492861577 0.0585594378293968 0.0587429018993538 0 0.0799488327470419 0.0201126307320998 0.115190784737221 0.0833333333333333
"nelle" 0.10862818125388 0.0585594378293968 0.0783238691991384 0.0921149594694178 0.0959385992964503 0.080450522928399 0 0.05
"secondo" 0.0310366232153942 0.156158500878392 0.0587429018993538 0 0.0639590661976335 0.160901045856798 0.0719942404607631 0.0333333333333333
"tutta" 0.0775915580384854 0.0390396252195979 0.0783238691991384 0.0736919675755343 0.0959385992964503 0.0603378921962993 0.0575953923686105 0.0666666666666667
"potere" 0.248292985723153 0.0390396252195979 0.0391619345995692 0.0184229918938836 0.0479692996482251 0.080450522928399 0.0143988480921526 0.0333333333333333
"ben" 0.0465549348230912 0.0585594378293968 0.117485803798708 0.128960943257185 0.0159897665494084 0.120675784392599 0.0431965442764579 0.0166666666666667
"de" 0.0310366232153942 0.0195198126097989 0.176228705698061 0 0.191877198592901 0 0.0431965442764579 0.05
"deve" 0.0310366232153942 0.0780792504391958 0.0195809672997846 0.147383935151069 0.0959385992964503 0.0603378921962993 0.0143988480921526 0.0833333333333333
"qualche" 0.0620732464307883 0.0390396252195979 0.0195809672997846 0.0552689756816507 0.0319795330988168 0.100563153660499 0.115190784737221 0.0833333333333333
"quindi" 0.0310366232153942 0.0975990630489947 0.0195809672997846 0.110537951363301 0.0639590661976335 0.0201126307320998 0.100791936645068 0.0666666666666667
"dai" 0.0931098696461825 0.117118875658794 0 0.0368459837877671 0.0479692996482251 0.0603378921962993 0.0575953923686105 0.0833333333333333
"film" 0.0155183116076971 0 0.137066771098492 0.0184229918938836 0 0.0201126307320998 0.2735781137509 0
"linguaggio" 0.0155183116076971 0.0195198126097989 0.0195809672997846 0 0.255836264790534 0.0201126307320998 0.100791936645068 0.0333333333333333
"né" 0.0155183116076971 0.0780792504391958 0 0.0184229918938836 0.0959385992964503 0.100563153660499 0.143988480921526 0.0333333333333333
"partito" 0.279329608938547 0.0585594378293968 0 0.0736919675755343 0.0159897665494084 0.0201126307320998 0.0143988480921526 0.0166666666666667
"queste" 0.0931098696461825 0.0390396252195979 0.0195809672997846 0.110537951363301 0.0639590661976335 0.0603378921962993 0.0863930885529158 0.0166666666666667
"ricerca" 0 0.0195198126097989 0.0979048364989231 0.0184229918938836 0.0319795330988168 0 0.0287976961843053 0.3
"romanzo" 0 0 0.117485803798708 0.0184229918938836 0.0319795330988168 0 0.287976961843053 0
"situazione" 0.139664804469274 0.0390396252195979 0.0783238691991384 0.0368459837877671 0.111928365845859 0.0603378921962993 0 0.0333333333333333
"sta" 0.0155183116076971 0.0585594378293968 0.0195809672997846 0.0552689756816507 0.111928365845859 0 0.115190784737221 0.1
"tutte" 0.0775915580384854 0.0975990630489947 0.0391619345995692 0.0368459837877671 0.0799488327470419 0.0603378921962993 0.0431965442764579 0.0666666666666667
"vero" 0 0.0195198126097989 0.0587429018993538 0.0736919675755343 0.127918132395267 0.0603378921962993 0.115190784737221 0.0333333333333333
"abbiamo" 0.10862818125388 0.0390396252195979 0.0587429018993538 0.0368459837877671 0.0959385992964503 0.0603378921962993 0.0719942404607631 0
"mentre" 0.0465549348230912 0.0195198126097989 0.0391619345995692 0.0552689756816507 0.0159897665494084 0.120675784392599 0.115190784737221 0.0666666666666667
"propria" 0.0775915580384854 0.0585594378293968 0.0391619345995692 0.128960943257185 0.0159897665494084 0.0402252614641995 0.0575953923686105 0.0666666666666667
"soprattutto" 0.0465549348230912 0.0585594378293968 0.0783238691991384 0.128960943257185 0.0319795330988168 0.0201126307320998 0.0719942404607631 0.05
"vuole" 0.0775915580384854 0.0390396252195979 0.0587429018993538 0.0552689756816507 0.0959385992964503 0.0201126307320998 0.115190784737221 0
"amore" 0.0310366232153942 0.117118875658794 0.0783238691991384 0.0921149594694178 0.0319795330988168 0 0.100791936645068 0.0166666666666667
"dalle" 0.0775915580384854 0.0390396252195979 0 0.0552689756816507 0.0479692996482251 0.100563153660499 0.0287976961843053 0.116666666666667
"meglio" 0.0310366232153942 0.0390396252195979 0.0391619345995692 0.0368459837877671 0.111928365845859 0.080450522928399 0.100791936645068 0.0166666666666667
"p" 0.0931098696461825 0.0195198126097989 0.0783238691991384 0.276344878408254 0 0 0 0.0166666666666667
"quel" 0.0775915580384854 0.0390396252195979 0.117485803798708 0 0.0159897665494084 0.160901045856798 0.0143988480921526 0.0666666666666667
"quelli" 0.0310366232153942 0.117118875658794 0.0195809672997846 0.0736919675755343 0.0799488327470419 0.080450522928399 0.0287976961843053 0.05
"via" 0.0620732464307883 0.0780792504391958 0 0.0552689756816507 0.0159897665494084 0.0402252614641995 0.158387329013679 0.0333333333333333
"alcuni" 0.0931098696461825 0.0390396252195979 0.0391619345995692 0.0552689756816507 0.0319795330988168 0.0201126307320998 0.100791936645068 0.05
"col" 0.0775915580384854 0.0975990630489947 0.137066771098492 0 0.0319795330988168 0.0402252614641995 0.0431965442764579 0.0333333333333333
"discorso" 0.0465549348230912 0.0195198126097989 0.0783238691991384 0.0736919675755343 0.0639590661976335 0.100563153660499 0.0287976961843053 0.05
"forza" 0.0465549348230912 0.0585594378293968 0.0783238691991384 0.0736919675755343 0.127918132395267 0 0.0431965442764579 0.0166666666666667
"opposizione" 0.10862818125388 0 0 0.239498894620486 0.0319795330988168 0 0 0.0666666666666667
"processo" 0.0155183116076971 0.351356626976381 0.0195809672997846 0.0552689756816507 0.0479692996482251 0 0 0
"quasi" 0.0155183116076971 0.0195198126097989 0.0391619345995692 0.0921149594694178 0.0479692996482251 0.080450522928399 0.129589632829374 0.0166666666666667
"studenti" 0.0620732464307883 0.0585594378293968 0 0 0 0 0.0143988480921526 0.3
"troppo" 0.0465549348230912 0.0585594378293968 0.0195809672997846 0.0368459837877671 0.0319795330988168 0.0402252614641995 0.143988480921526 0.05
"allora" 0.10862818125388 0.0195198126097989 0.0587429018993538 0 0.0319795330988168 0.120675784392599 0.0431965442764579 0.05
"altre" 0.0465549348230912 0.0975990630489947 0.0195809672997846 0.0368459837877671 0.0639590661976335 0.0201126307320998 0.100791936645068 0.0333333333333333
"anzi" 0.0155183116076971 0.0195198126097989 0.0979048364989231 0.0736919675755343 0.0479692996482251 0.120675784392599 0.0719942404607631 0
"avanguardia" 0 0 0 0 0.319795330988168 0 0.0719942404607631 0
"bene" 0.0155183116076971 0.0780792504391958 0.0391619345995692 0.0368459837877671 0.0479692996482251 0.0603378921962993 0.0431965442764579 0.116666666666667
"giovani" 0.170701427684668 0.0585594378293968 0.0587429018993538 0.0368459837877671 0 0 0.0143988480921526 0.0833333333333333
"grande" 0.0620732464307883 0.0585594378293968 0.0783238691991384 0.0921149594694178 0.0319795330988168 0.0603378921962993 0 0.0666666666666667
"invece" 0.0775915580384854 0.0585594378293968 0.0979048364989231 0.0552689756816507 0 0.0603378921962993 0.0143988480921526 0.0833333333333333
"mesi" 0.0465549348230912 0.351356626976381 0 0.0184229918938836 0 0 0 0.05
"momento" 0.0465549348230912 0.0195198126097989 0.117485803798708 0.0368459837877671 0.0959385992964503 0 0.0719942404607631 0.0333333333333333
"problema" 0.139664804469274 0.0780792504391958 0 0 0.111928365845859 0.0201126307320998 0.0287976961843053 0.0333333333333333
"quali" 0.10862818125388 0.0975990630489947 0 0.0552689756816507 0.0959385992964503 0.0402252614641995 0.0287976961843053 0
"scrittore" 0 0 0 0.0368459837877671 0.303805564438759 0 0.0575953923686105 0
"stessa" 0.0310366232153942 0.0390396252195979 0.0587429018993538 0.0736919675755343 0.0479692996482251 0.0201126307320998 0.0575953923686105 0.1
"va" 0.0931098696461825 0.117118875658794 0.0587429018993538 0.0736919675755343 0.0479692996482251 0 0.0143988480921526 0.0333333333333333
"comunque" 0.0465549348230912 0.0975990630489947 0.0783238691991384 0.0368459837877671 0.0479692996482251 0 0.0287976961843053 0.0833333333333333
"dunque" 0.0310366232153942 0.0195198126097989 0.117485803798708 0 0.111928365845859 0.0603378921962993 0.0719942404607631 0
"ormai" 0.0465549348230912 0.0390396252195979 0.0783238691991384 0.0552689756816507 0.0479692996482251 0.0201126307320998 0.0863930885529158 0.0333333333333333
